Order_ID,Customer_ID,Order_Date,Product_Category,Product_Name,Quantity,Unit_Price,Total_Price,Payment_Type,Delivery_Days,Customer_City
101587,C988,18-04-2023,Beauty,Cream,5,19792,98960,COD,7,Pune
101588,C758,12-12-2023,Sports,Cricket Bat,5,16852,84260,UPI,6,Mumbai
101589,C311,29-12-2023,Sports,Shoes,5,9912,49560,COD,6,Indore
101590,C530,09-01-2023,Electronics,Phone,4,13205,52820,Debit Card,6,Bhopal
101591,C228,26-11-2023,Electronics,Laptop,3,8153,24459,UPI,3,Indore
101592,C647,02-10-2023,Home,Chair,4,968,3872,COD,3,Bhopal
101593,C606,06-06-2023,Sports,Football,4,16500,66000,Debit Card,6,Pune
101594,C437,19-09-2023,Beauty,Face Wash,5,12551,62755,COD,3,Mumbai
101595,C492,14-01-2023,Clothing,Shirt,1,18609,18609,COD,3,Bangalore
101596,C617,16-10-2023,Sports,Football,2,4179,8358,Debit Card,6,Hyderabad
101597,C199,15-06-2023,Home,Cookware,2,4816,9632,UPI,7,Delhi
101598,C237,02-12-2023,Electronics,Mouse,1,3418,3418,COD,7,Pune
101599,C566,24-04-2023,Clothing,T-Shirt,4,8618,34472,Credit Card,3,Chennai
101600,C306,14-01-2023,Sports,Gloves,3,4707,14121,UPI,4,Hyderabad
101601,C459,08-12-2023,Electronics,Headphones,3,3527,10581,UPI,3,Bangalore
101602,C607,16-03-2023,Clothing,Jeans,1,18041,18041,COD,4,Mumbai
101603,C290,08-09-2023,Home,Cookware,3,9953,29859,UPI,6,Chennai
101604,C944,05-01-2023,Sports,Shoes,4,2424,9696,UPI,3,Indore
101605,C289,03-07-2023,Home,Table,5,1327,6635,UPI,7,Pune
101606,C695,04-01-2023,Home,Mixer,5,14410,72050,Credit Card,6,Pune
101607,C968,28-02-2023,Clothing,Jeans,2,17527,35054,COD,4,Mumbai
101608,C692,27-10-2023,Electronics,Phone,5,6607,33035,Credit Card,5,Hyderabad
101609,C972,01-12-2023,Beauty,Shampoo,2,11958,23916,Debit Card,4,Mumbai
101610,C317,11-03-2023,Home,Cookware,1,932,932,Debit Card,3,Mumbai
101611,C445,13-01-2023,Electronics,Phone,3,10748,32244,Debit Card,2,Pune
101612,C995,10-04-2023,Sports,Shoes,1,6921,6921,UPI,4,Chennai
101613,C678,13-04-2023,Home,Mixer,2,3269,6538,Debit Card,2,Chennai
101614,C197,20-11-2023,Beauty,Perfume,5,17705,88525,COD,5,Hyderabad
101615,C674,08-01-2023,Sports,Shoes,3,12676,38028,COD,5,Mumbai
101616,C931,12-05-2023,Sports,Cricket Bat,3,14006,42018,COD,2,Indore
101617,C676,09-12-2023,Clothing,Jacket,2,10967,21934,Debit Card,3,Chennai
101618,C733,16-03-2023,Beauty,Shampoo,3,15066,45198,UPI,5,Pune
101619,C668,23-01-2023,Home,Chair,2,2831,5662,UPI,5,Pune
101620,C645,25-12-2023,Clothing,T-Shirt,1,1507,1507,Debit Card,4,Indore
101621,C358,08-12-2023,Home,Table,1,6471,6471,Debit Card,6,Hyderabad
101622,C120,19-07-2023,Home,Cookware,3,9215,27645,Debit Card,2,Bangalore
101623,C109,30-07-2023,Clothing,Shirt,1,8532,8532,Debit Card,2,Bhopal
101624,C633,04-06-2023,Sports,Football,5,12739,63695,Credit Card,5,Chennai
101625,C708,20-05-2023,Clothing,T-Shirt,5,18953,94765,COD,4,Hyderabad
101626,C465,08-11-2023,Clothing,T-Shirt,5,1028,5140,Debit Card,2,Bhopal
101627,C657,16-08-2023,Clothing,Jacket,3,2278,6834,UPI,2,Mumbai
101628,C884,01-01-2023,Sports,Cricket Bat,4,8523,34092,UPI,7,Mumbai
101629,C443,28-02-2023,Beauty,Face Wash,1,18289,18289,Credit Card,6,Pune
101630,C837,17-03-2023,Clothing,Jacket,4,3312,13248,COD,2,Pune
101631,C852,02-06-2023,Electronics,Mouse,1,1676,1676,COD,3,Indore
101632,C252,06-07-2023,Sports,Shoes,2,6981,13962,Debit Card,2,Chennai
101633,C554,18-10-2023,Beauty,Face Wash,1,14294,14294,COD,6,Bangalore
101634,C369,23-09-2023,Beauty,Shampoo,5,5582,27910,COD,4,Pune
101635,C693,11-10-2023,Home,Mixer,1,7973,7973,Debit Card,6,Indore
101636,C546,23-07-2023,Electronics,Headphones,4,18249,72996,COD,2,Indore
101637,C746,05-11-2023,Home,Cookware,5,7698,38490,Credit Card,6,Pune
101638,C883,19-09-2023,Sports,Gloves,4,10835,43340,COD,6,Bhopal
101639,C937,27-03-2023,Home,Mixer,3,10193,30579,UPI,6,Indore
101640,C293,12-12-2023,Clothing,Shirt,2,10194,20388,COD,7,Indore
101641,C327,05-07-2023,Beauty,Face Wash,4,12814,51256,COD,5,Bangalore
101642,C903,31-03-2023,Sports,Shoes,2,13924,27848,Credit Card,7,Indore
101643,C266,05-09-2023,Clothing,T-Shirt,1,17355,17355,Credit Card,7,Mumbai
101644,C423,09-01-2023,Home,Table,5,17229,86145,Debit Card,3,Mumbai
101645,C911,21-07-2023,Electronics,Headphones,3,12861,38583,Credit Card,6,Bhopal
101646,C977,07-04-2023,Clothing,T-Shirt,4,17775,71100,Debit Card,4,Chennai
101647,C756,10-11-2023,Clothing,Shirt,1,3261,3261,Debit Card,6,Delhi
101648,C851,12-09-2023,Home,Table,2,12211,24422,COD,2,Delhi
101649,C454,15-01-2023,Beauty,Face Wash,1,14389,14389,Credit Card,4,Hyderabad
101650,C111,12-08-2023,Electronics,Phone,5,4911,24555,Credit Card,6,Bangalore
101651,C643,04-12-2023,Electronics,Headphones,3,777,2331,Debit Card,7,Delhi
101652,C310,25-10-2023,Home,Mixer,4,4451,17804,Credit Card,2,Chennai
101653,C951,25-10-2023,Clothing,Jacket,4,6614,26456,Credit Card,3,Bhopal
101654,C293,24-12-2023,Sports,Cricket Bat,3,16605,49815,COD,7,Pune
101655,C495,14-03-2023,Electronics,Laptop,3,18993,56979,UPI,6,Mumbai
101656,C883,31-08-2023,Clothing,Jacket,2,11056,22112,Debit Card,3,Bangalore
101657,C715,26-08-2023,Electronics,Headphones,3,14395,43185,COD,5,Delhi
101658,C936,03-01-2023,Sports,Football,3,12309,36927,Credit Card,5,Pune
101659,C685,06-01-2023,Clothing,Shirt,2,17311,34622,Credit Card,6,Bangalore
101660,C301,08-04-2023,Home,Table,2,16350,32700,UPI,3,Bhopal
101661,C350,06-11-2023,Electronics,Phone,5,5218,26090,COD,6,Bangalore
101662,C828,23-04-2023,Sports,Gloves,4,5049,20196,COD,7,Hyderabad
101663,C667,13-09-2023,Electronics,Laptop,5,15354,76770,Debit Card,7,Indore
101664,C235,06-03-2023,Electronics,Headphones,4,10500,42000,UPI,5,Hyderabad
101665,C862,13-02-2023,Home,Chair,2,18591,37182,COD,3,Delhi
101666,C453,15-07-2023,Beauty,Cream,3,16350,49050,UPI,5,Indore
101667,C776,18-08-2023,Sports,Cricket Bat,4,10449,41796,Debit Card,6,Indore
101668,C855,20-10-2023,Home,Cookware,5,14543,72715,Credit Card,4,Hyderabad
101669,C938,13-07-2023,Electronics,Headphones,5,19118,95590,COD,6,Bangalore
101670,C738,15-07-2023,Sports,Shoes,5,9706,48530,UPI,4,Indore
101671,C715,28-05-2023,Home,Cookware,1,3342,3342,COD,2,Pune
101672,C176,23-02-2023,Clothing,Jeans,4,9560,38240,COD,6,Bhopal
101673,C305,28-07-2023,Clothing,Jacket,1,7310,7310,Debit Card,6,Mumbai
101674,C301,24-04-2023,Clothing,Jacket,4,6463,25852,UPI,5,Pune
101675,C986,21-01-2023,Beauty,Perfume,1,17347,17347,COD,6,Bangalore
101676,C123,03-12-2023,Clothing,Shirt,1,19308,19308,Debit Card,7,Pune
101677,C386,02-04-2023,Sports,Cricket Bat,2,19566,39132,UPI,7,Indore
101678,C606,18-08-2023,Electronics,Laptop,1,5051,5051,Credit Card,3,Indore
101679,C401,14-01-2023,Electronics,Phone,4,15899,63596,COD,7,Bangalore
101680,C978,15-01-2023,Beauty,Perfume,2,17093,34186,COD,5,Indore
101681,C590,20-05-2023,Clothing,Jacket,1,5112,5112,COD,2,Chennai
101682,C662,03-03-2023,Electronics,Mouse,4,17430,69720,UPI,3,Chennai
101683,C894,18-06-2023,Sports,Gloves,5,10170,50850,Credit Card,4,Bangalore
101684,C560,08-08-2023,Electronics,Mouse,4,882,3528,UPI,2,Pune
101685,C452,08-07-2023,Sports,Cricket Bat,1,2697,2697,UPI,5,Pune
101686,C183,11-10-2023,Home,Table,1,3137,3137,Credit Card,6,Bangalore
101687,C572,27-11-2023,Clothing,Shirt,4,5166,20664,Debit Card,3,Mumbai
101688,C270,04-05-2023,Clothing,Shirt,5,2248,11240,Credit Card,3,Delhi
101689,C381,30-08-2023,Home,Chair,4,9143,36572,Credit Card,5,Chennai
101690,C146,15-11-2023,Electronics,Headphones,3,4285,12855,Credit Card,2,Delhi
101691,C487,20-01-2023,Sports,Gloves,5,19335,96675,Credit Card,2,Hyderabad
101692,C217,20-02-2023,Beauty,Face Wash,4,17141,68564,COD,3,Mumbai
101693,C470,30-07-2023,Clothing,Jeans,3,16359,49077,Credit Card,4,Pune
101694,C671,26-06-2023,Clothing,Jeans,1,19848,19848,Debit Card,6,Mumbai
101695,C469,29-12-2023,Clothing,Jacket,2,9312,18624,COD,7,Bhopal
101696,C731,29-01-2023,Beauty,Shampoo,3,8112,24336,Debit Card,5,Delhi
101697,C914,02-02-2023,Electronics,Phone,1,3162,3162,COD,6,Bangalore
101698,C188,01-03-2023,Sports,Shoes,1,10483,10483,Credit Card,6,Chennai
101699,C360,14-06-2023,Electronics,Mouse,5,9280,46400,COD,3,Hyderabad
101700,C514,11-05-2023,Clothing,Shirt,4,6390,25560,Credit Card,3,Mumbai
101701,C809,26-09-2023,Electronics,Mouse,5,11897,59485,COD,3,Mumbai
101702,C212,07-03-2023,Sports,Football,2,7718,15436,Debit Card,2,Pune
101703,C119,26-02-2023,Clothing,Jacket,2,11733,23466,Credit Card,7,Hyderabad
101704,C992,26-10-2023,Electronics,Headphones,2,595,1190,UPI,6,Pune
101705,C979,03-01-2023,Sports,Football,1,9854,9854,COD,4,Indore
101706,C508,14-05-2023,Clothing,T-Shirt,2,12469,24938,Debit Card,4,Pune
101707,C280,01-11-2023,Sports,Football,2,3899,7798,Credit Card,7,Chennai
101708,C502,28-07-2023,Sports,Gloves,2,14244,28488,Credit Card,7,Bhopal
101709,C953,29-05-2023,Beauty,Cream,2,17472,34944,COD,2,Mumbai
101710,C802,05-05-2023,Clothing,Shirt,1,19946,19946,Credit Card,5,Delhi
101711,C707,01-12-2023,Electronics,Mouse,4,19377,77508,Debit Card,2,Indore
101712,C409,29-07-2023,Beauty,Cream,4,14140,56560,UPI,3,Mumbai
101713,C121,08-02-2023,Clothing,Shirt,5,4554,22770,UPI,5,Indore
101714,C802,21-08-2023,Home,Cookware,5,5292,26460,Debit Card,5,Indore
101715,C608,08-11-2023,Electronics,Laptop,4,5132,20528,UPI,5,Indore
101716,C656,24-04-2023,Electronics,Phone,1,14288,14288,COD,5,Pune
101717,C683,13-01-2023,Sports,Football,5,2430,12150,Credit Card,6,Bangalore
101718,C820,30-06-2023,Home,Mixer,5,18566,92830,Debit Card,5,Hyderabad
101719,C886,01-04-2023,Electronics,Headphones,1,17744,17744,Credit Card,6,Pune
101720,C278,30-12-2023,Electronics,Laptop,3,15059,45177,UPI,7,Delhi
101721,C606,20-06-2023,Beauty,Cream,5,14543,72715,Debit Card,7,Chennai
101722,C462,07-08-2023,Sports,Shoes,5,3497,17485,COD,4,Bangalore
101723,C142,01-03-2023,Beauty,Cream,1,15115,15115,Debit Card,3,Indore
101724,C952,11-04-2023,Sports,Cricket Bat,5,4472,22360,COD,5,Pune
101725,C455,09-09-2023,Home,Mixer,5,4764,23820,UPI,4,Indore
101726,C921,21-11-2023,Clothing,T-Shirt,2,516,1032,UPI,3,Bangalore
101727,C125,06-05-2023,Beauty,Cream,3,14843,44529,UPI,6,Bhopal
101728,C996,29-03-2023,Home,Mixer,2,9291,18582,Debit Card,4,Bhopal
101729,C630,18-07-2023,Sports,Football,1,15833,15833,Credit Card,2,Mumbai
101730,C993,23-07-2023,Clothing,Jacket,3,16185,48555,COD,6,Pune
101731,C566,08-04-2023,Sports,Shoes,5,15067,75335,COD,2,Chennai
101732,C135,30-06-2023,Sports,Shoes,5,12120,60600,UPI,7,Chennai
101733,C970,02-09-2023,Sports,Football,1,11138,11138,Debit Card,6,Indore
101734,C101,20-06-2023,Home,Chair,3,2283,6849,Credit Card,6,Bangalore
101735,C599,27-03-2023,Electronics,Headphones,3,19019,57057,Debit Card,6,Chennai
101736,C429,26-01-2023,Home,Cookware,3,678,2034,Debit Card,7,Bangalore
101737,C389,23-12-2023,Home,Table,1,5116,5116,Credit Card,5,Pune
101738,C731,11-05-2023,Clothing,Jeans,4,9035,36140,Debit Card,3,Chennai
101739,C945,03-07-2023,Sports,Shoes,1,6709,6709,COD,3,Hyderabad
101740,C227,21-11-2023,Sports,Shoes,3,19113,57339,Debit Card,5,Indore
101741,C593,31-05-2023,Clothing,Jeans,1,15451,15451,COD,7,Indore
101742,C857,09-04-2023,Home,Chair,5,16459,82295,Credit Card,6,Hyderabad
101743,C709,10-02-2023,Electronics,Headphones,4,2818,11272,Debit Card,2,Pune
101744,C496,18-06-2023,Home,Chair,2,18976,37952,Credit Card,6,Indore
101745,C974,30-06-2023,Sports,Football,1,15228,15228,COD,3,Hyderabad
101746,C554,06-06-2023,Beauty,Shampoo,5,1085,5425,Debit Card,2,Bhopal
101747,C964,17-02-2023,Clothing,Shirt,3,7544,22632,Debit Card,6,Mumbai
101748,C269,13-05-2023,Sports,Gloves,5,15717,78585,UPI,4,Mumbai
101749,C101,24-03-2023,Home,Table,2,4960,9920,UPI,4,Bhopal
101750,C407,19-07-2023,Home,Chair,3,19638,58914,Debit Card,6,Delhi
101751,C304,07-03-2023,Home,Cookware,1,17644,17644,Credit Card,5,Bangalore
101752,C894,04-05-2023,Beauty,Shampoo,5,17927,89635,COD,6,Bhopal
101753,C245,20-06-2023,Home,Table,4,3308,13232,Debit Card,3,Hyderabad
101754,C310,27-07-2023,Beauty,Perfume,5,11104,55520,COD,3,Delhi
101755,C237,01-02-2023,Home,Mixer,1,14150,14150,Credit Card,5,Chennai
101756,C536,12-10-2023,Beauty,Cream,5,3942,19710,UPI,3,Bhopal
101757,C357,16-05-2023,Clothing,Jacket,4,12090,48360,Debit Card,3,Mumbai
101758,C933,29-09-2023,Home,Chair,5,14322,71610,Debit Card,3,Bangalore
101759,C764,19-04-2023,Electronics,Mouse,1,7168,7168,COD,3,Delhi
101760,C923,11-06-2023,Electronics,Phone,5,16123,80615,Debit Card,5,Indore
101761,C586,25-01-2023,Beauty,Perfume,4,16273,65092,COD,6,Delhi
101762,C309,31-05-2023,Home,Table,3,11585,34755,Debit Card,7,Indore
101763,C240,23-08-2023,Home,Chair,5,12230,61150,UPI,5,Mumbai
101764,C289,28-06-2023,Beauty,Face Wash,4,9389,37556,COD,4,Bhopal
101765,C376,14-07-2023,Sports,Cricket Bat,2,6176,12352,COD,2,Mumbai
101766,C167,25-09-2023,Electronics,Phone,5,4235,21175,Credit Card,4,Mumbai
101767,C417,10-06-2023,Sports,Gloves,5,1084,5420,UPI,2,Hyderabad
101768,C699,25-10-2023,Home,Table,5,5664,28320,UPI,3,Bhopal
101769,C966,27-03-2023,Electronics,Phone,3,8283,24849,UPI,3,Bangalore
101770,C958,07-11-2023,Electronics,Phone,1,10335,10335,COD,4,Pune
101771,C263,11-11-2023,Home,Cookware,5,19230,96150,Debit Card,4,Delhi
101772,C576,21-11-2023,Beauty,Shampoo,4,13926,55704,COD,6,Bangalore
101773,C538,27-02-2023,Home,Chair,1,8809,8809,Credit Card,6,Hyderabad
101774,C829,18-04-2023,Electronics,Laptop,3,3884,11652,UPI,3,Delhi
101775,C375,19-09-2023,Clothing,Jacket,3,2122,6366,UPI,3,Bhopal
101776,C268,23-08-2023,Sports,Gloves,3,16669,50007,Debit Card,7,Indore
101777,C402,13-05-2023,Beauty,Perfume,2,7858,15716,Debit Card,6,Pune
101778,C416,10-07-2023,Beauty,Cream,5,6119,30595,COD,2,Mumbai
101779,C918,23-05-2023,Beauty,Shampoo,4,3197,12788,Debit Card,6,Bhopal
101780,C808,10-10-2023,Clothing,Jeans,3,2917,8751,UPI,2,Bhopal
101781,C833,19-07-2023,Sports,Gloves,5,14407,72035,Credit Card,6,Bangalore
101782,C301,03-11-2023,Clothing,Jeans,4,5396,21584,COD,4,Delhi
101783,C706,14-09-2023,Home,Table,2,19028,38056,UPI,2,Indore
101784,C242,22-08-2023,Home,Chair,3,14834,44502,UPI,6,Delhi
101785,C120,11-05-2023,Home,Table,1,10429,10429,COD,5,Indore
101786,C125,19-07-2023,Clothing,Shirt,1,789,789,Debit Card,5,Hyderabad
101787,C814,24-10-2023,Sports,Cricket Bat,4,13101,52404,Credit Card,2,Hyderabad
101788,C598,25-05-2023,Home,Mixer,5,18790,93950,COD,7,Bangalore
101789,C226,19-02-2023,Electronics,Laptop,1,1429,1429,UPI,3,Delhi
101790,C739,11-07-2023,Home,Table,4,9799,39196,COD,5,Indore
101791,C582,30-05-2023,Beauty,Perfume,3,18229,54687,UPI,3,Mumbai
101792,C898,17-03-2023,Sports,Football,3,17278,51834,Debit Card,5,Bangalore
101793,C783,06-08-2023,Home,Cookware,3,13110,39330,Debit Card,6,Pune
101794,C451,16-04-2023,Sports,Gloves,4,3574,14296,Credit Card,2,Pune
101795,C391,27-10-2023,Sports,Gloves,1,12061,12061,COD,2,Pune
101796,C144,27-09-2023,Electronics,Laptop,4,3752,15008,Debit Card,2,Bhopal
101797,C456,19-04-2023,Home,Cookware,4,8703,34812,UPI,4,Mumbai
101798,C871,08-01-2023,Home,Mixer,5,2641,13205,UPI,2,Mumbai
101799,C464,19-10-2023,Sports,Football,5,2093,10465,COD,3,Hyderabad
101800,C437,19-05-2023,Electronics,Phone,4,14981,59924,Debit Card,3,Hyderabad
101801,C758,17-09-2023,Clothing,T-Shirt,5,14984,74920,COD,5,Delhi
101802,C262,02-12-2023,Home,Table,1,4733,4733,UPI,3,Indore
101803,C773,24-05-2023,Clothing,Jacket,1,15678,15678,Credit Card,2,Mumbai
101804,C574,26-10-2023,Sports,Football,5,4498,22490,UPI,5,Indore
101805,C859,26-11-2023,Electronics,Headphones,3,5481,16443,Debit Card,5,Chennai
101806,C641,30-01-2023,Home,Table,3,2429,7287,Debit Card,5,Mumbai
101807,C525,23-05-2023,Sports,Gloves,4,13849,55396,Credit Card,6,Bhopal
101808,C486,07-11-2023,Sports,Shoes,4,3329,13316,UPI,5,Delhi
101809,C510,17-03-2023,Sports,Cricket Bat,2,3437,6874,Debit Card,3,Hyderabad
101810,C976,02-06-2023,Electronics,Phone,1,17711,17711,UPI,2,Indore
101811,C894,07-10-2023,Sports,Football,4,1062,4248,Credit Card,4,Hyderabad
101812,C390,16-12-2023,Sports,Cricket Bat,5,6942,34710,UPI,4,Mumbai
101813,C388,27-03-2023,Electronics,Headphones,2,18792,37584,UPI,6,Hyderabad
101814,C181,28-11-2023,Sports,Shoes,2,13950,27900,COD,7,Hyderabad
101815,C892,25-05-2023,Beauty,Perfume,1,1716,1716,COD,4,Bangalore
101816,C899,27-07-2023,Home,Cookware,4,3148,12592,COD,6,Chennai
101817,C840,13-09-2023,Beauty,Shampoo,1,2454,2454,COD,2,Hyderabad
101818,C256,30-07-2023,Electronics,Phone,2,5707,11414,Debit Card,7,Pune
101819,C271,17-06-2023,Home,Mixer,4,10122,40488,Debit Card,2,Pune
101820,C999,03-10-2023,Beauty,Face Wash,4,1436,5744,Credit Card,6,Hyderabad
101821,C221,12-10-2023,Electronics,Phone,5,1724,8620,UPI,2,Bhopal
101822,C780,18-07-2023,Sports,Gloves,4,8578,34312,Credit Card,2,Bangalore
101823,C125,01-09-2023,Electronics,Mouse,3,13890,41670,COD,3,Indore
101824,C155,14-02-2023,Home,Cookware,4,18307,73228,COD,6,Bhopal
101825,C823,26-08-2023,Beauty,Perfume,3,16425,49275,Credit Card,2,Bangalore
101826,C433,16-02-2023,Clothing,Jacket,3,16194,48582,Debit Card,6,Delhi
101827,C366,20-03-2023,Home,Mixer,1,3349,3349,UPI,2,Bangalore
101828,C442,27-01-2023,Sports,Cricket Bat,1,4711,4711,UPI,2,Bangalore
101829,C277,11-01-2023,Home,Chair,5,13872,69360,UPI,2,Indore
101830,C180,11-09-2023,Home,Chair,1,5587,5587,Debit Card,4,Chennai
101831,C611,25-04-2023,Home,Table,5,11858,59290,COD,2,Chennai
101832,C344,20-03-2023,Clothing,Jacket,2,10457,20914,COD,4,Bhopal
101833,C404,22-07-2023,Clothing,Jacket,3,16806,50418,UPI,5,Chennai
101834,C674,30-09-2023,Home,Cookware,5,2161,10805,Credit Card,4,Pune
101835,C719,29-08-2023,Home,Mixer,5,17231,86155,UPI,6,Delhi
101836,C622,24-09-2023,Electronics,Headphones,1,10320,10320,COD,2,Chennai
101837,C678,30-05-2023,Home,Mixer,1,18811,18811,COD,2,Indore
101838,C504,18-01-2023,Beauty,Perfume,4,1284,5136,Credit Card,7,Pune
101839,C418,10-05-2023,Electronics,Phone,5,6667,33335,Debit Card,7,Mumbai
101840,C820,02-08-2023,Clothing,Shirt,2,3703,7406,Credit Card,5,Bangalore
101841,C522,11-11-2023,Beauty,Face Wash,3,5509,16527,Debit Card,6,Indore
101842,C422,06-10-2023,Beauty,Cream,4,11032,44128,UPI,7,Mumbai
101843,C454,12-03-2023,Electronics,Phone,3,1639,4917,Debit Card,2,Bhopal
101844,C294,01-09-2023,Clothing,Shirt,2,5024,10048,Credit Card,4,Hyderabad
101845,C763,12-03-2023,Beauty,Shampoo,4,15781,63124,Debit Card,2,Hyderabad
101846,C204,30-09-2023,Beauty,Face Wash,5,16666,83330,Credit Card,6,Delhi
101847,C258,28-10-2023,Clothing,Jeans,3,4152,12456,Debit Card,4,Bangalore
101848,C523,30-11-2023,Beauty,Perfume,4,630,2520,Debit Card,6,Delhi
101849,C788,10-04-2023,Sports,Shoes,1,6569,6569,COD,7,Chennai
101850,C756,19-04-2023,Home,Mixer,3,623,1869,Credit Card,7,Pune
101851,C662,16-12-2023,Sports,Shoes,1,15427,15427,Credit Card,5,Indore
101852,C589,28-08-2023,Clothing,T-Shirt,5,15636,78180,Debit Card,2,Delhi
101853,C590,26-12-2023,Beauty,Face Wash,2,16869,33738,Debit Card,4,Indore
101854,C639,04-12-2023,Clothing,Shirt,4,7189,28756,COD,6,Bhopal
101855,C725,15-06-2023,Electronics,Phone,1,13264,13264,COD,5,Hyderabad
101856,C958,26-11-2023,Beauty,Face Wash,3,13775,41325,UPI,7,Chennai
101857,C948,05-04-2023,Electronics,Mouse,1,19591,19591,Credit Card,4,Indore
101858,C526,02-05-2023,Electronics,Laptop,1,18808,18808,Credit Card,7,Indore
101859,C819,02-12-2023,Beauty,Perfume,1,3628,3628,Credit Card,3,Delhi
101860,C440,03-09-2023,Electronics,Phone,4,18098,72392,UPI,7,Pune
101861,C633,10-06-2023,Clothing,Shirt,4,731,2924,Debit Card,4,Bangalore
101862,C947,03-11-2023,Sports,Gloves,4,19102,76408,Debit Card,2,Hyderabad
101863,C892,06-11-2023,Beauty,Perfume,3,15244,45732,UPI,2,Mumbai
101864,C194,27-04-2023,Home,Mixer,4,2458,9832,COD,3,Indore
101865,C344,06-11-2023,Electronics,Headphones,5,7915,39575,Debit Card,5,Pune
101866,C875,31-08-2023,Home,Chair,3,10931,32793,Credit Card,7,Bhopal
101867,C327,28-09-2023,Home,Chair,1,15680,15680,COD,6,Bhopal
101868,C991,08-12-2023,Electronics,Mouse,2,9746,19492,COD,2,Mumbai
101869,C813,17-06-2023,Electronics,Laptop,4,11330,45320,COD,6,Mumbai
101870,C870,13-10-2023,Clothing,Jacket,4,9192,36768,Debit Card,3,Delhi
101871,C657,08-02-2023,Clothing,T-Shirt,2,13672,27344,COD,6,Delhi
101872,C339,19-07-2023,Beauty,Cream,5,12082,60410,Credit Card,3,Mumbai
101873,C696,05-02-2023,Home,Chair,1,19926,19926,Credit Card,2,Delhi
101874,C586,27-04-2023,Sports,Shoes,3,10016,30048,Credit Card,6,Chennai
101875,C441,30-01-2023,Home,Mixer,1,18033,18033,COD,5,Pune
101876,C443,11-07-2023,Home,Mixer,3,12201,36603,Debit Card,5,Bhopal
101877,C229,17-05-2023,Home,Cookware,2,13795,27590,UPI,7,Delhi
101878,C646,29-06-2023,Clothing,Jeans,2,865,1730,Debit Card,5,Chennai
101879,C181,11-12-2023,Home,Cookware,2,5666,11332,Credit Card,7,Bhopal
101880,C729,02-07-2023,Electronics,Headphones,1,3284,3284,COD,6,Indore
101881,C186,18-12-2023,Beauty,Shampoo,5,3179,15895,Debit Card,5,Indore
101882,C102,04-08-2023,Clothing,Jacket,5,3633,18165,Credit Card,4,Indore
101883,C277,15-10-2023,Electronics,Headphones,3,3354,10062,COD,6,Hyderabad
101884,C239,03-11-2023,Beauty,Face Wash,4,880,3520,COD,3,Delhi
101885,C257,06-01-2023,Beauty,Perfume,3,3354,10062,Debit Card,2,Hyderabad
101886,C155,29-09-2023,Clothing,Jeans,5,13866,69330,Credit Card,3,Chennai
101887,C320,11-07-2023,Electronics,Mouse,1,12754,12754,Credit Card,3,Bhopal
101888,C606,28-12-2023,Clothing,Jeans,1,10898,10898,COD,5,Pune
101889,C750,04-05-2023,Beauty,Cream,3,8523,25569,UPI,6,Delhi
101890,C562,16-01-2023,Beauty,Shampoo,5,5287,26435,Debit Card,4,Pune
101891,C434,23-01-2023,Electronics,Mouse,4,9518,38072,Debit Card,5,Mumbai
101892,C782,19-10-2023,Electronics,Headphones,2,8952,17904,UPI,4,Mumbai
101893,C964,18-10-2023,Home,Chair,3,16907,50721,Credit Card,6,Delhi
101894,C234,14-05-2023,Beauty,Face Wash,2,3587,7174,Debit Card,7,Hyderabad
101895,C616,27-10-2023,Clothing,Jacket,2,12456,24912,UPI,3,Pune
101896,C764,14-05-2023,Beauty,Shampoo,4,3398,13592,COD,7,Hyderabad
101897,C418,10-05-2023,Beauty,Cream,3,9421,28263,Debit Card,4,Bhopal
101898,C426,08-11-2023,Clothing,Jacket,2,15266,30532,Debit Card,3,Delhi
101899,C876,26-01-2023,Beauty,Shampoo,4,13550,54200,Credit Card,3,Hyderabad
101900,C259,08-05-2023,Home,Mixer,1,5731,5731,Credit Card,7,Delhi
101901,C484,24-06-2023,Home,Table,4,3474,13896,COD,5,Pune
101902,C105,09-11-2023,Sports,Gloves,1,10807,10807,Debit Card,6,Delhi
101903,C674,18-05-2023,Beauty,Cream,3,1812,5436,Credit Card,7,Hyderabad
101904,C450,23-12-2023,Electronics,Phone,3,5301,15903,Credit Card,4,Chennai
101905,C278,31-07-2023,Clothing,T-Shirt,2,4112,8224,Debit Card,5,Indore
101906,C754,24-09-2023,Home,Mixer,4,11695,46780,UPI,4,Mumbai
101907,C990,27-05-2023,Home,Cookware,2,19546,39092,Debit Card,3,Bhopal
101908,C817,04-09-2023,Electronics,Phone,5,14749,73745,Debit Card,3,Delhi
101909,C614,05-02-2023,Beauty,Face Wash,2,3651,7302,Credit Card,7,Delhi
101910,C246,28-01-2023,Home,Chair,5,18598,92990,COD,5,Hyderabad
101911,C472,17-09-2023,Home,Chair,3,5860,17580,UPI,7,Delhi
101912,C152,07-02-2023,Clothing,Shirt,4,7738,30952,Debit Card,3,Chennai
101913,C242,26-04-2023,Sports,Shoes,4,17686,70744,COD,3,Bhopal
101914,C799,30-07-2023,Home,Mixer,1,5027,5027,COD,3,Bhopal
101915,C844,18-11-2023,Sports,Cricket Bat,2,11963,23926,COD,5,Delhi
